HCOOD2+        1.185882E-017   0.000000E+000        0.00E+00********
HD2CS+         2.894126E-018   0.000000E+000        0.00E+00********
CH3CHO         1.610545E-013   0.000000E+000        0.00E+00********
CH3CHO+        9.893420E-020   0.000000E+000        0.00E+00********
CH2DCHO        2.610295E-014   0.000000E+000        0.00E+00********
CH2DCHO+       6.353432E-020   0.000000E+000        0.00E+00********
CH3CDO+        1.134290E-020   0.000000E+000        0.00E+00********
CH3CDO         8.739220E-015   0.000000E+000        0.00E+00********
CHD2CHO        1.116156E-014   0.000000E+000        0.00E+00********
CHD2CHO+       4.926203E-021   0.000000E+000        0.00E+00********
CH2DCDO+       4.926203E-021   0.000000E+000        0.00E+00********
CH2DCDO        1.116156E-014   0.000000E+000        0.00E+00********
CHD2CDO        1.945714E-016   0.000000E+000        0.00E+00********
CHD2CDO+       4.061684E-023   0.000000E+000        0.00E+00********
D2CS+          1.443017E-020   0.000000E+000        0.00E+00********
D              4.560787E-009   0.000000E+000        0.00E+00********
HDF+           5.255850E-015   0.000000E+000        0.00E+00********
DF             7.964832E-011   0.000000E+000        0.00E+00********
CH3OHD+        1.373132E-019   0.000000E+000        0.00E+00********
CHD2OD2+       3.090985E-023   0.000000E+000        0.00E+00********
CH2CO          4.166164E-012   0.000000E+000        0.00E+00********
CHDCO          6.078538E-013   0.000000E+000        0.00E+00********
CD2CO          1.816164E-013   0.000000E+000        0.00E+00********
CHD2CDOH+      1.744080E-021   0.000000E+000        0.00E+00********
CO             1.397952E-004   0.000000E+000        0.00E+00********
CHD2CHOD+      2.180099E-021   0.000000E+000        0.00E+00********
CH2DCDOD+      2.180099E-021   0.000000E+000        0.00E+00********
CS             1.581917E-009   0.000000E+000        0.00E+00********
H2D+           4.811176E-013   0.000000E+000        0.00E+00********
HD2+           3.146801E-014   0.000000E+000        0.00E+00********
H2CN           5.746984E-016   0.000000E+000        0.00E+00********
HDCN           4.441911E-017   0.000000E+000        0.00E+00********
DCO            1.441510E-015   0.000000E+000        0.00E+00********
D2O            8.737822E-012   0.000000E+000        0.00E+00********
HDCS           1.885085E-012   0.000000E+000        0.00E+00********
HCOOH          1.333810E-009   0.000000E+000        0.00E+00********
O+             3.847399E-016   0.000000E+000        0.00E+00********
C2H2D+         2.710717E-016   0.000000E+000        0.00E+00********
H2CO+          6.579623E-016   0.000000E+000        0.00E+00********
D-             6.124075E-019   0.000000E+000        0.00E+00********
CH3D           2.113858E-009   0.000000E+000        0.00E+00********
HNC            6.124360E-010   0.000000E+000        0.00E+00********
SO             1.963873E-008   0.000000E+000        0.00E+00********
HD+            1.835236E-019   0.000000E+000        0.00E+00********
HeH+           8.909491E-017   0.000000E+000        0.00E+00********
F+             2.203960E-018   0.000000E+000        0.00E+00********
SO+            2.723541E-013   0.000000E+000        0.00E+00********
OH+            2.015238E-015   0.000000E+000        0.00E+00********
CHD2OH         6.522360E-016   0.000000E+000        0.00E+00********
CH3OD+         7.521566E-022   0.000000E+000        0.00E+00********
CH2DOD         6.522360E-016   0.000000E+000        0.00E+00********
HDCS+          5.267677E-019   0.000000E+000        0.00E+00********
NHD2+          2.836680E-018   0.000000E+000        0.00E+00********
HF             1.980653E-008   0.000000E+000        0.00E+00********
CH3OH          1.235759E-014   0.000000E+000        0.00E+00********
CH2DOHD+       2.485205E-020   0.000000E+000        0.00E+00********
CH2DOH         1.846765E-015   0.000000E+000        0.00E+00********
CH3OD          6.159355E-016   0.000000E+000        0.00E+00********
CH3OD2+        2.836349E-021   0.000000E+000        0.00E+00********
CH2DOD2+       8.053150E-022   0.000000E+000        0.00E+00********
CD3OH          1.351554E-017   0.000000E+000        0.00E+00********
CHD2OD         4.053784E-017   0.000000E+000        0.00E+00********
D3S+           3.365573E-021   0.000000E+000        0.00E+00********
D2S            7.728660E-014   0.000000E+000        0.00E+00********
CHD2CDOD+      5.193318E-023   0.000000E+000        0.00E+00********
DCS            1.940323E-018   0.000000E+000        0.00E+00********
DSO+           2.212026E-017   0.000000E+000        0.00E+00********
D3+            2.079984E-015   0.000000E+000        0.00E+00********
H3+            1.541610E-011   0.000000E+000        0.00E+00********
HOC+           6.834087E-016   0.000000E+000        0.00E+00********
DOC+           3.721515E-018   0.000000E+000        0.00E+00********
H2DO+          7.072040E-013   0.000000E+000        0.00E+00********
H3O+           7.163328E-011   0.000000E+000        0.00E+00********
HD2O+          8.696799E-015   0.000000E+000        0.00E+00********
D3O+           5.757563E-017   0.000000E+000        0.00E+00********
CD3CO+         1.693676E-019   0.000000E+000        0.00E+00********
HCO+           2.049971E-010   0.000000E+000        0.00E+00********
DCOOHD+        2.543694E-017   0.000000E+000        0.00E+00********
H2O            2.205233E-007   0.000000E+000        0.00E+00********
DCO+           2.335828E-012   0.000000E+000        0.00E+00********
CHD2OHD+       7.682355E-021   0.000000E+000        0.00E+00********
HDO+           3.575971E-017   0.000000E+000        0.00E+00********
O2H            1.657510E-010   0.000000E+000        0.00E+00********
O2             6.511694E-005   0.000000E+000        0.00E+00********
O2D            7.464897E-012   0.000000E+000        0.00E+00********
CH2DOH2+       2.165590E-018   0.000000E+000        0.00E+00********
CH3OH2+        8.664188E-018   0.000000E+000        0.00E+00********
CHD2OH2+       5.154928E-019   0.000000E+000        0.00E+00********
CD3OHD+        4.115416E-022   0.000000E+000        0.00E+00********
CD3OH2+        4.378040E-020   0.000000E+000        0.00E+00********
OH-            4.700088E-014   0.000000E+000        0.00E+00********
CH2+           2.107595E-018   0.000000E+000        0.00E+00********
H2DCO+         7.017012E-018   0.000000E+000        0.00E+00********
H3CO+          5.708370E-017   0.000000E+000        0.00E+00********
HD2CO+         7.463860E-019   0.000000E+000        0.00E+00********
D3CO+          2.220547E-020   0.000000E+000        0.00E+00********
CHD+           2.877940E-021   0.000000E+000        0.00E+00********
NH3            3.571037E-008   0.000000E+000        0.00E+00********
NH4+           1.458811E-012   0.000000E+000        0.00E+00********
NH3D+          2.015125E-014   0.000000E+000        0.00E+00********
NH2D2+         2.827820E-016   0.000000E+000        0.00E+00********
NH2D           3.715732E-010   0.000000E+000        0.00E+00********
NHD2           3.533209E-012   0.000000E+000        0.00E+00********
ND3            2.794472E-014   0.000000E+000        0.00E+00********
ND4+           1.813943E-020   0.000000E+000        0.00E+00********
DCND+          7.384246E-018   0.000000E+000        0.00E+00********
HCNH+          1.377685E-013   0.000000E+000        0.00E+00********
DCNH+          1.072448E-015   0.000000E+000        0.00E+00********
HCND+          1.069216E-015   0.000000E+000        0.00E+00********
DNC            3.463475E-012   0.000000E+000        0.00E+00********
H2S            2.337289E-011   0.000000E+000        0.00E+00********
H3S+           4.096643E-015   0.000000E+000        0.00E+00********
H2DS+          6.452174E-017   0.000000E+000        0.00E+00********
HD2S+          4.934622E-018   0.000000E+000        0.00E+00********
H2S+           2.203456E-016   0.000000E+000        0.00E+00********
HDS            2.620749E-013   0.000000E+000        0.00E+00********
HDS+           2.215954E-019   0.000000E+000        0.00E+00********
C2D            4.017290E-015   0.000000E+000        0.00E+00********
C2+            5.638815E-022   0.000000E+000        0.00E+00********
HCS            7.181558E-017   0.000000E+000        0.00E+00********
CS+            1.008973E-018   0.000000E+000        0.00E+00********
CN             1.704926E-013   0.000000E+000        0.00E+00********
CH4+           1.218066E-019   0.000000E+000        0.00E+00********
CH3D+          1.372912E-020   0.000000E+000        0.00E+00********
CH2D2+         3.042449E-021   0.000000E+000        0.00E+00********
NH3+           6.936127E-013   0.000000E+000        0.00E+00********
C2H2D2+        2.385243E-019   0.000000E+000        0.00E+00********
C2H3D+         5.928682E-018   0.000000E+000        0.00E+00********
HCO            6.216059E-013   0.000000E+000        0.00E+00********
H2F+           3.097560E-013   0.000000E+000        0.00E+00********
H2DCS+         2.650775E-017   0.000000E+000        0.00E+00********
H3CS+          3.505247E-016   0.000000E+000        0.00E+00********
CH2DCO+        2.338839E-017   0.000000E+000        0.00E+00********
D2S+           2.715446E-020   0.000000E+000        0.00E+00********
CHD2CO+        2.551859E-018   0.000000E+000        0.00E+00********
SiH2+          4.166615E-024   0.000000E+000        0.00E+00********
Si             1.722118E-015   8.000000E-009        0.00E+00   -1.00
Si+            7.704920E-020   0.000000E+000        0.00E+00********
F              1.130957E-010   2.000000E-008        0.00E+00   -0.99
C2H2           1.194245E-010   0.000000E+000        0.00E+00********
CH3CDOH+       1.405835E-018   0.000000E+000        0.00E+00********
CH3CHOD+       9.844424E-019   0.000000E+000        0.00E+00********
CHD2CHOH+      1.583065E-019   0.000000E+000        0.00E+00********
CH2DCDOH+      1.583065E-019   0.000000E+000        0.00E+00********
CH2DCHOD+      1.446390E-019   0.000000E+000        0.00E+00********
SiH+           7.350596E-021   0.000000E+000        0.00E+00********
C2H2D          1.354922E-017   0.000000E+000        0.00E+00********
C2HD3+         2.893318E-023   0.000000E+000        0.00E+00********
C3HD+          1.877132E-019   0.000000E+000        0.00E+00********
C3H+           7.321928E-020   0.000000E+000        0.00E+00********
C3D2+          1.674014E-023   0.000000E+000        0.00E+00********
C3D+           3.508586E-021   0.000000E+000        0.00E+00********
C4H2+          2.145874E-018   0.000000E+000        0.00E+00********
C4H3+          2.380711E-020   0.000000E+000        0.00E+00********
C4HD+          1.537476E-020   0.000000E+000        0.00E+00********
C4H2D+         6.792259E-021   0.000000E+000        0.00E+00********
N2             3.734807E-005   0.000000E+000        0.00E+00********
H2CS           3.462339E-011   0.000000E+000        0.00E+00********
S2             1.428769E-009   0.000000E+000        0.00E+00********
O-             3.546405E-018   0.000000E+000        0.00E+00********
SiO+           4.635475E-019   0.000000E+000        0.00E+00********
SiOH+          4.456429E-015   0.000000E+000        0.00E+00********
Na             4.798127E-009   2.000000E-008        0.00E+00   -0.76
Na+            1.520187E-008   0.000000E+000        0.00E+00********
Mg             6.708983E-009   7.000000E-009        0.00E+00   -0.04
Mg+            2.910168E-010   0.000000E+000        0.00E+00********
C2D+           1.514226E-023   0.000000E+000        0.00E+00********
HN2+           5.818836E-012   0.000000E+000        0.00E+00********
DN2+           6.542507E-014   0.000000E+000        0.00E+00********
SiF+           2.479217E-021   0.000000E+000        0.00E+00********
SiNC+          8.966039E-024   0.000000E+000        0.00E+00********
C2             4.276239E-015   0.000000E+000        0.00E+00********
SiH            1.147866E-017   0.000000E+000        0.00E+00********
P              2.920393E-009   3.000000E-009        0.00E+00   -0.03
P+             3.467534E-014   0.000000E+000        0.00E+00********
PH             7.956376E-011   0.000000E+000        0.00E+00********
PH+            8.128121E-015   0.000000E+000        0.00E+00********
SiO            7.999994E-009   0.000000E+000        0.00E+00********
S2+            1.765104E-015   0.000000E+000        0.00E+00********
PH2+           3.032903E-016   0.000000E+000        0.00E+00********
C3             9.281136E-014   0.000000E+000        0.00E+00********
C3H            1.864463E-016   0.000000E+000        0.00E+00********
C3D            2.534289E-018   0.000000E+000        0.00E+00********
C2H4           6.805249E-012   0.000000E+000        0.00E+00********
C3H3           1.399052E-016   0.000000E+000        0.00E+00********
C2H3D          7.689211E-013   0.000000E+000        0.00E+00********
C3H2D          2.213528E-017   0.000000E+000        0.00E+00********
C4             1.464184E-020   0.000000E+000        0.00E+00********
C3H2           1.400744E-012   0.000000E+000        0.00E+00********
C4H            4.337457E-017   0.000000E+000        0.00E+00********
C3HD           3.763559E-014   0.000000E+000        0.00E+00********
C4D            1.031882E-015   0.000000E+000        0.00E+00********
H2CCCC         1.199528E-015   0.000000E+000        0.00E+00********
HDCCCC         9.611164E-015   0.000000E+000        0.00E+00********
CH2CN          3.488744E-012   0.000000E+000        0.00E+00********
HC3N           9.720098E-016   0.000000E+000        0.00E+00********
CHDCN          5.992735E-014   0.000000E+000        0.00E+00********
DC3N           2.016457E-016   0.000000E+000        0.00E+00********
C5             7.813603E-018   0.000000E+000        0.00E+00********
C5H            2.313391E-021   0.000000E+000        0.00E+00********
C6             9.208675E-024   0.000000E+000        0.00E+00********
C6H            1.845123E-021   0.000000E+000        0.00E+00********
C7             2.980620E-019   0.000000E+000        0.00E+00********
C6H2           3.147201E-018   0.000000E+000        0.00E+00********
C7H            2.420541E-024   0.000000E+000        0.00E+00********
C8             1.386903E-025   0.000000E+000        0.00E+00********
C8H            8.158248E-025   0.000000E+000        0.00E+00********
C9             5.515214E-028   0.000000E+000        0.00E+00  551.52
C2H2D2         7.579332E-013   0.000000E+000        0.00E+00********
CH2NH          7.014758E-012   0.000000E+000        0.00E+00********
CHDNH          9.727420E-014   0.000000E+000        0.00E+00********
CH2ND          4.863909E-014   0.000000E+000        0.00E+00********
CD2NH          9.714801E-016   0.000000E+000        0.00E+00********
CHDND          1.940317E-015   0.000000E+000        0.00E+00********
NO             1.440175E-007   0.000000E+000        0.00E+00********
C2N            1.050130E-015   0.000000E+000        0.00E+00********
C3N            2.392576E-019   0.000000E+000        0.00E+00********
C4N            2.865388E-019   0.000000E+000        0.00E+00********
HNO            1.420656E-011   0.000000E+000        0.00E+00********
DNO            4.296703E-014   0.000000E+000        0.00E+00********
CO2            1.687654E-007   0.000000E+000        0.00E+00********
OCS            1.447755E-008   0.000000E+000        0.00E+00********
SO2            1.514614E-008   0.000000E+000        0.00E+00********
NH2CN          1.135442E-011   0.000000E+000        0.00E+00********
NHDCN          5.077898E-012   0.000000E+000        0.00E+00********
ND2CN          3.506752E-013   0.000000E+000        0.00E+00********
NCCN           1.759939E-014   0.000000E+000        0.00E+00********
H2+            5.711133E-015   0.000000E+000        0.00E+00********
D2+            2.316160E-020   0.000000E+000        0.00E+00********
D+             3.752971E-021   0.000000E+000        0.00E+00********
N+             1.961041E-015   0.000000E+000        0.00E+00********
ND3+           6.550143E-021   0.000000E+000        0.00E+00********
HF+            6.442346E-019   0.000000E+000        0.00E+00********
CN+            8.869555E-021   0.000000E+000        0.00E+00********
HCN+           1.867404E-020   0.000000E+000        0.00E+00********
DCN+           3.458202E-023   0.000000E+000        0.00E+00********
N2+            3.823004E-017   0.000000E+000        0.00E+00********
C3+            1.285131E-023   0.000000E+000        0.00E+00********
C3H2+          6.422853E-018   0.000000E+000        0.00E+00********
CH3CN+         2.227807E-021   0.000000E+000        0.00E+00********
CH3CNH+        8.857584E-017   0.000000E+000        0.00E+00********
CH2DCN+        3.043283E-023   0.000000E+000        0.00E+00********
CH2DCNH+       1.366039E-018   0.000000E+000        0.00E+00********
CH3CND+        4.553139E-019   0.000000E+000        0.00E+00********
CHD2CN+        3.300966E-025   0.000000E+000        0.00E+00********
CHD2CNH+       8.015364E-020   0.000000E+000        0.00E+00********
CH2DCND+       8.015364E-020   0.000000E+000        0.00E+00********
HCS+           3.223540E-014   0.000000E+000        0.00E+00********
DCS+           2.735177E-016   0.000000E+000        0.00E+00********
C4+            1.583429E-022   0.000000E+000        0.00E+00********
C4H+           5.719895E-022   0.000000E+000        0.00E+00********
C4D+           3.765955E-024   0.000000E+000        0.00E+00********
C3N+           1.607299E-026   0.000000E+000        0.00E+0016072.99
HC3N+          9.873837E-024   0.000000E+000        0.00E+00********
HC3NH+         4.676056E-020   0.000000E+000        0.00E+00********
DC3N+          4.527311E-025   0.000000E+000        0.00E+00********
DC3NH+         4.069592E-022   0.000000E+000        0.00E+00********
HC3ND+         4.069592E-022   0.000000E+000        0.00E+00********
C2S+           1.564594E-024   0.000000E+000        0.00E+00********
HC2S+          7.873793E-018   0.000000E+000        0.00E+00********
C5+            2.401391E-027   0.000000E+000        0.00E+00 2401.39
C5H+           2.158363E-022   0.000000E+000        0.00E+00********
C6+            1.510944E-027   0.000000E+000        0.00E+00 1510.94
C6H+           5.665991E-026   0.000000E+000        0.00E+0056659.91
C6H2+          4.612598E-025   0.000000E+000        0.00E+00********
C7+            6.675088E-028   0.000000E+000        0.00E+00  667.51
C7H+           2.761623E-024   0.000000E+000        0.00E+00********
C8+            6.622145E-028   0.000000E+000        0.00E+00  662.21
C8H+           3.112408E-030   0.000000E+000        0.00E+00    3.11
C8H2+          1.949050E-026   0.000000E+000        0.00E+0019490.50
Fe             1.277782E-009   3.000000E-009        0.00E+00   -0.57
Fe+            1.722218E-009   0.000000E+000        0.00E+00********
H2NC+          1.036958E-013   0.000000E+000        0.00E+00********
HDNC+          7.265145E-016   0.000000E+000        0.00E+00********
D2NC+          3.550010E-018   0.000000E+000        0.00E+00********
CF+            4.090640E-013   0.000000E+000        0.00E+00********
CNC+           8.963283E-016   0.000000E+000        0.00E+00********
C2N+           1.894108E-015   0.000000E+000        0.00E+00********
H2C3H+         4.017221E-017   0.000000E+000        0.00E+00********
HDC3H+         1.288804E-018   0.000000E+000        0.00E+00********
H2C3D+         6.425524E-019   0.000000E+000        0.00E+00********
D2C3H+         2.059174E-022   0.000000E+000        0.00E+00********
HDC3D+         4.132977E-022   0.000000E+000        0.00E+00********
D2C3D+         2.143468E-023   0.000000E+000        0.00E+00********
C3H3+          5.867624E-017   0.000000E+000        0.00E+00********
C3H2D+         1.040594E-018   0.000000E+000        0.00E+00********
C4N+           2.042517E-024   0.000000E+000        0.00E+00********
C3S+           3.987160E-021   0.000000E+000        0.00E+00********
HCOOH2+        1.179146E-013   0.000000E+000        0.00E+00********
DCOOH2+        2.243191E-016   0.000000E+000        0.00E+00********
HCOOHD+        4.496077E-016   0.000000E+000        0.00E+00********
HCO2+          3.392613E-014   0.000000E+000        0.00E+00********
DCO2+          1.398438E-016   0.000000E+000        0.00E+00********
HC3S+          6.274089E-019   0.000000E+000        0.00E+00********
NO+            4.777243E-014   0.000000E+000        0.00E+00********
CH3OH+         1.513144E-020   0.000000E+000        0.00E+00********
CH2DOH+        2.256470E-021   0.000000E+000        0.00E+00********
CHD2OH+        7.716822E-022   0.000000E+000        0.00E+00********
CH2DOD+        7.716822E-022   0.000000E+000        0.00E+00********
CD3OH+         1.568546E-023   0.000000E+000        0.00E+00********
CHD2OD+        4.705638E-023   0.000000E+000        0.00E+00********
C3D2           2.034412E-016   0.000000E+000        0.00E+00********
CH3CN          1.702965E-013   0.000000E+000        0.00E+00********
CH2DCN         7.101953E-015   0.000000E+000        0.00E+00********
CHD2CN         1.330398E-015   0.000000E+000        0.00E+00********
H2CS+          1.398455E-017   0.000000E+000        0.00E+00********
C2H5+          1.289194E-016   0.000000E+000        0.00E+00********
C2H4D+         1.558536E-017   0.000000E+000        0.00E+00********
C2H3D2+        4.726826E-019   0.000000E+000        0.00E+00********
C2H2D3+        5.085276E-020   0.000000E+000        0.00E+00********
CH2NH2+        3.695886E-016   0.000000E+000        0.00E+00********
CHDNH2+        5.384216E-018   0.000000E+000        0.00E+00********
CH2NHD+        5.384216E-018   0.000000E+000        0.00E+00********
CHDNHD+        2.942871E-020   0.000000E+000        0.00E+00********
HNO+           1.489910E-013   0.000000E+000        0.00E+00********
C2NH+          4.496353E-018   0.000000E+000        0.00E+00********
C3HD2+         8.830103E-023   0.000000E+000        0.00E+00********
H2CCC          1.455684E-016   0.000000E+000        0.00E+00********
HDCCC          4.588796E-018   0.000000E+000        0.00E+00********
D2CCC          2.848897E-013   0.000000E+000        0.00E+00********
CH3CCH+        9.061922E-022   0.000000E+000        0.00E+00********
CH2DCCH+       3.182671E-023   0.000000E+000        0.00E+00********
HC2O+          7.180017E-016   0.000000E+000        0.00E+00********
NH2CNH+        2.097856E-016   0.000000E+000        0.00E+00********
CH3CO+         3.483435E-016   0.000000E+000        0.00E+00********
CH3CHOH+       6.117380E-017   0.000000E+000        0.00E+00********
CH2DCHOH+      2.967039E-018   0.000000E+000        0.00E+00********
CH3CDOD+       1.206669E-019   0.000000E+000        0.00E+00********
CD3CHOH+       8.254041E-022   0.000000E+000        0.00E+00********
CD3CHO         4.227103E-017   0.000000E+000        0.00E+00********
HSO+           1.024516E-012   0.000000E+000        0.00E+00********
C2S            7.939516E-014   0.000000E+000        0.00E+00********
HOCS+          1.329170E-013   0.000000E+000        0.00E+00********
HSO2+          4.325665E-014   0.000000E+000        0.00E+00********
C3S            7.952536E-015   0.000000E+000        0.00E+00********
C6H3+          4.080028E-023   0.000000E+000        0.00E+00********
C9H+           2.261003E-033   0.000000E+000        0.00E+00    0.00
DNO+           1.736811E-015   0.000000E+000        0.00E+00********
C2ND+          1.424648E-019   0.000000E+000        0.00E+00********
DC2O+          2.657396E-017   0.000000E+000        0.00E+00********
CH2CO+         4.133032E-018   0.000000E+000        0.00E+00********
CHDCO+         6.030197E-019   0.000000E+000        0.00E+00********
H2O2           7.610317E-101   0.000000E+000        0.00E+00    0.00
HDO2           6.429955E-102   0.000000E+000        0.00E+00    0.00
OCN            1.229362E-011   0.000000E+000        0.00E+00********
O2H+           1.040764E-016   0.000000E+000        0.00E+00********
CH2CN+         6.921998E-018   0.000000E+000        0.00E+00********
CHDCN+         1.189015E-019   0.000000E+000        0.00E+00********
CD2CN          1.369561E-015   0.000000E+000        0.00E+00********
C10+           4.113259E-035   0.000000E+000        0.00E+00    0.00
